"resp","response_token","timestamp","pdq1","pdq2","pdq3","pdq4","pdq5","pdq6","pdq7","pdq8"
"189","6963a1df237ff65b443a92a65e0eeb2329f9bc7ab8ceeea30346dd4bf9c90b27","1431543366","2015","4","male","new_house","no","yes","21","yes"
"190","43cab0b08cf7cd67bdad253afacfb6904ac02ac84ae22aae0bcf946cfec7bbbb","1431543408","2017","2","female","macgregor","no","yes","20","yes"
"191","6637539d7050430b632ec03fc40dcfba90ece13988b2ba809465a81a0e269e29","1431543429","2016","3","male","fraternity","frat","yes","20","yes"
"192","353bf9333bf5613ed65345425e3c052700b522a91012fc34a1d1f5b23e09afb3","1431543438","2016","3","male","fraternity","frat","yes","21","yes"
"193","0257cce2d52e17503d953726366897159b6a4e2bd75350faac0d999249011e4f","1431543449","2016","3","female","next_house","no","yes","21","yes"
"194","0d5bd21e06ae5333cab32490c8b6cc5501e1412cda71ea2ef279b3cb17a9292f","1431543478","2016","3","female","east_campus","no","no","21","yes"
"195","1f048f12d1a68e9bd8cb8c4eb9648b77fa530203c309f93acf4a1498ef85a967","1431543499","2018","le1","female","bc","sorority","yes","18","yes"
"196","864d572db03f084226194e6fec28718ab4c698a167d46a36ca4ad0b0aafcd4c0","1431543499","2016","3","female","senior_house","no","yes","21","yes"
"197","f42ae7b97eb91c2d54f5e2d9a594c4414bbe40f3ce461ca338649576b64c8aff","1431543500","2017","2","male","bc","no","yes","19","yes"
"198","25f0937126a105ebfc1d9e670eaec67f5a541bbfef811723a4bc6865f15d50d0","1431543648","2015","4","male","maseeh","no","yes","22","yes"
"199","3876f0c2120634cca4cc55866e07f83b63a546d2fe6e5eeb96b78849afafebc4","1431543557","2017","2","female","bc","sorority","yes","19","yes"
"200","ad82d155085a12a8f98615fd9e6e6d4f7cb133120aab728c6d45ea3170ad607a","1431543602","2015","le1","male","ilg","frat","no","20","yes"
"201","5f5fc7eb94cb0dbcdca030cac9153282780fd9f08081e1f9d52401c2d1a4cb71","1431543616","2016","3","male","maseeh","no","yes","19","yes"
"202","ccd2378fc609e687a35b6c35f58d1393dabd82980b9d4e0ee8f1c33e1a284ce9","1431543661","2017","2","female","NANS","no","yes","19","yes"
"203","de6e0ead4de0b627950c9e2ce6585e8d835790229e69e248a80d66b11166c8fa","1431543677","2018","le1","male","baker","no","yes","19","yes"
"204","acfbdbb42d0e941fac12cafd22657ec39460fc93f5b30b00fdda0f845decdf6b","1431543696","2018","le1","female","maseeh","sorority","no","18","yes"
"205","9ab5d8bc8acb7dad7beefa0d3846b6e69563a702f6b5999b257d5b89e5ebad05","1431543725","2016","3","male","east_campus","frat","yes","21","yes"
"206","c0b0856c62b52409ce33926198392cbc4e4ad5599e73f665b2469e8ce3895bfc","1431543770","2017","2","male","fraternity","frat","yes","20","yes"
"207","ef07689d4563f4ea742867ee07b4dbb5affe19b3a0d984d0ef9fe2a9797f542a","1431543758","2017","2","female","simmons","no","yes","20","yes"
"208","d0669e705c34234c2522afc0fee308e59dab5bfd3d0f969a33e2fe5ef334d9e7","1431543793","2015","4","female","ilg","sorority","yes","21","yes"
"209","8d237e942f5aa8f3712cb8e650295e690bae153e19e9ce4277437e08ee90d104","1431543834","2017","2","female","new_house","no","yes","20","yes"
"210","d26467ba43890b29030f85d1dccbdcc83d7ed99320c465bf95f919678cecf535","1431543849","2018","le1","male","bc","no","yes","21","yes"
"211","490bc8f6cf4c4adc348aae6c361bf963f96d5ee74e767544f4642e673bff7b62","1431543844","2015","ge5","male","macgregor","frat","no","24","yes"
"212","fb377890ee76e4973eef37834d30ed0e7b7da4ceee9d8f07967fa8cf3a6a5189","1431543854","2018","le1","female","mccormick","no","yes","18","yes"
"213","c22d54b7d7408e330d1e02ef2d821089610165cb90caa4a8411a31a129f54627","1431543889","2015","4","female","baker","no","yes","21","yes"
"214","79c9e1aa4df91293a44fe6d1892712cf9d47fd895f1c6c05699cdc78e2b899a5","1431543927","2015","4","female","sorority","sorority","yes","22","yes"
"215","8b60f871a1776c178571ff251b49f9d99d54d83f85be110bf942d04532d88413","1431543939","2016","3","male","simmons","no","yes","20","yes"
"216","d1040f42762ebed8d1a5691d21b1e5478211561aa07c15f9be31c8cd6b178ee6","1431543959","2016","3","female","mccormick","no","yes","21","yes"
"217","11bc82257dd4adb10627e981e960556f5a5cf64b512f3175521981b1fae83a49","1431543946","2016","3","male","random","no","yes","20","yes"
"218","34443c82c89852fef2e064625b2dc7669aeedc2e342e673a608cd0c437299aaf","1431543998","2017","2","male","fraternity","frat","yes","18","yes"
"219","92aa1a623c0b04355f82f437e72907babc8eadf049c210c5b99db9e64e901339","1431544018","2017","2","female","sorority","sorority","yes","18","yes"
"220","c93f92847b448b1f449ce26c2cefd7c102db5a57c68761b4252525bc182e8e46","1431544011","2015","4","female","next_house","no","yes","21","yes"
"221","7a24911f7d3957f36f39f7a728c52e16910608af83c9f24d59bccd53d80f460e","1431544031","2018","le1","female","macgregor","no","yes","18","yes"
"222","c3a55465751738a87a1c9292db327d40abff30bd7387f9a4ebc35c4ff58ecafe","1431544086","2016","ge5","female","mccormick","no","yes","20","yes"
"223","d4c70cb632d912aa4a5aa09d642e184177a1a9b07bd3be924fd67334cca9ed05","1431544088","2018","le1","male","macgregor","no","yes","18","yes"
"224","aa932b8fd5ea2dc7b5eed1b8378f6e1ae2f6e7f5374bbc2859daf70cf409a82a","1431544100","2016","3","female","ilg","no","no","23","yes"
"225","595f3f8e6f13494b0f64f586aa9ff1efd34a942d904179792ba0a38a2cdd689e","1431544094","2017","2","female","sorority","sorority","yes","19","yes"
"226","a78113ae0a072c7c5d4b9ba5b7f3e147fa0ab0c404b0a6ed4dc0c141e9951d2d","1431544164","2018","le1","male","fraternity","frat","yes","18","yes"
"227","64fce6979b663cf0be91227485a56138b31a9cb5c8db15ba99a9aa23f96fbfff","1431544114","2015","4","female","bc","no","yes","22","yes"
"228","706873dcf3318db3c2ac3e14fbc62ff54078cd94e10dbd245cd7c5f15fb4f782","1431544163","2018","le1","female","east_campus","no","yes","18","yes"
"229","6a53e496d7b137e49db48f3491a56dfd6d2c3c3c5d1a33f74a721fff79663fb0","1431544166","2016","3","male","senior_house","frat","no","21","yes"
"230","4bf2c8e642ebe20ed111a0ee27107d3e61d9e0945da8e8dee9d8c902edb6ca21","1431544194","2017","2","female","simmons","no","yes","19","yes"
"231","1d6330003b923e87d2a7df840a915bd010d2941e40a44dddf77ac7e13f0b2733","1431544197","2015","4","male","random","no","yes","21","yes"
"232","6f300f90e94d70b1bc0f06c289777db1f851332ff0c63021eb260b91f31b1e63","1431544204","2016","3","female","senior_house","sorority","yes","20","yes"
"233","cd971082fb253d907b4cff82b6a2f681d690755b9f6587fa7a070a7e176415b3","1431544217","2017","2","male","fraternity","frat","yes","20","yes"
"234","a0b1876cf791b7ffa4e5e97e2a427b4f8eef7c7c60acc9b7c8d6e4167f1f8901","1431544227","2017","2","male","maseeh","frat","yes","20","yes"
"235","bfe4582cbbc480dc8401177d1702b8a60ef631f7ed69bcdbbf2c3e705c350d2a","1431544235","2016","3","male","macgregor","no","no","24","yes"
"236","a6533f7e51754e01379de8125cdd400afb9739d22396aea4d5f2c4b2795a9cb5","1431544247","2018","le1","male","maseeh","no","yes","19","yes"
"237","8e1436192843f9c1e23960640b828e45fd5a42fb624c4cc4ea6ab214ee00eec5","1431544300","2016","3","female","bc","no","no","21","yes"
"238","b776d20a848c7e31213b800c6cf03d5a9f9e5202eba2427eeb0fd9e51ca29ba0","1431544305","2018","le1","female","macgregor","sorority","yes","19","yes"
"239","0ecc7a35f93793b2c64229f7a383b12a38d1cc63015ccd70b3a21a40f247cd3b","1431544317","2018","le1","female","east_campus","no","yes","19","yes"
"240","1487179662b895c3f51f36d30709f8cdf68194d8529fb25e8eb2af5be29303b1","1431544355","2018","le1","male","baker","frat","yes","19","yes"
"241","1b664af210148517d29fb569eb1a7b5bd9f01ca61cc4439a3ca94f7a8af75ba5","1431544344","2017","2","male","maseeh","no","yes","19","yes"
"242","e094be3f4ff62b8f99c4ab275492b1b77e42b018a471b5768897b89e85c28184","1431544358","2017","2","female","sorority","sorority","yes","19","yes"
"243","d34e3f4422e79f34e57b1bbcecd1408b60a69a27df1a074da0929f67bf1557e3","1431544377","2017","2","female","random","no","yes","19","yes"
"244","b425d4e9e4648a6259563b5880ed8beb395b16c505c1a45c2c8b1d5ae1344699","1431544388","2016","3","female","east_campus","no","yes","21","yes"
"245","143503a6feb0a3e8b00372309eddf1197a8f19a186cd07810b59611cae8f8b6c","1431544370","2015","4","female","senior_house","sorority","yes","21","yes"
"246","8d7526d32e4e20e492883597a78f02ce0678d42513d1b0dfb1461bbc56106747","1431544394","2017","2","male","bc","no","yes","20","yes"
"247","4fb033e48f76bef911a9962a166c31cceea5c4ae436f5e96cd392b3ac1526160","1431544417","2016","2","female","baker","no","yes","21","yes"
"248","42a359065984f6450dd5f5c58def3207c1094f528986884e261346d4152f2420","1431544452","2018","le1","male","baker","frat","yes","19","yes"
"249","4fe4ca41e5a578e1a11ccd291ee4f3168c2435a1a14a5f26954e8e6b11aa9e03","1431544367","2017","2","male","simmons","frat","yes","20","yes"
"250","b10d0ebe98562dab3fbb918534a11de549b61a3fe039b6903f188c3cc882b6c8","1431544454","2016","3","male","random","no","yes","21","yes"
"251","58b9b9f3ec1f896fa4d1cd8954861e9ae1726a759c366f8d977a886398ba6cd0","1431544467","2015","4","trans","senior_house","no","yes","22","yes"
"252","8942b90bad046fc7050e65485bf2c8eeaa2b2243d0d4325dd519bbd54334f3c6","1431544522","2016","3","female","macgregor","no","yes","20","yes"
"253","86f3cb93700d8f3dbbba2faed2312100bc69278ff37126934b74fefb18135a88","1431544511","2017","2","female","senior_house","no","yes","19","yes"
"254","06197db0289d1937eda803cd6a146e3cd67eb2c221c6cfd384e76ab6c3aef732","1431544517","2015","4","male","macgregor","frat","yes","21","yes"
"255","395be0402c016a0b600de9c5a43c214eead3086ffda85c2c3816475b3d45bd48","1431544530","2017","2","female","bc","no","yes","19","yes"
"256","7e1993f0bcd23cfaa8e4b36cbebaee913375d8c5666a2a2b2e7080e550dfb233","1431544531","2015","4","trans","macgregor","no","yes","ge_25","yes"
"257","e61e642498bac59ac244ff63d3d8416ac0f65be9e14727cea4d5ee8c22a14c1b","1431544568","2018","le1","female","macgregor","sorority","yes","18","yes"
"258","ceb00aa3334ea18859a0388178bc6fe0518ebc9cdff3a3404622392f217375c0","1431544553","NANS","NANS","NANS","NANS","NANS","NANS","NANS","yes"
"259","348b876e8d50ee6d9c84ed12aef798fd0ce396642ffb52fac4e7279c5a6d00bc","1431544572","2018","le1","male","next_house","no","yes","18","yes"
"260","68ea529282aa3c87ac4db78f968d26568bae277121aa68a16d0d92103ee117d4","1431544573","2016","3","male","bc","no","no","20","yes"
"261","22bd2d7c99e00bfa7f78903061e22eaf8a377e8f4ef2a36be88afd1dc19b91ca","1431544591","2016","3","female","simmons","no","yes","21","yes"
"262","34f0bf0ee9b125122e186dccb5fd361aee36c98442fb8debc43e95b30847928e","1431544625","2018","le1","female","maseeh","sorority","yes","19","yes"
"263","4c552f9637ae3b2866430cc1bccbe6ad26860b5fd3af67a267fd3b56838fc5cc","1431544649","2018","le1","female","new_house","no","yes","18","yes"
"264","ac0b042ecf618baf2a288f22a549f2b4c27ce03f5bcac27f7d4be653e691ffca","1431544686","2016","3","female","next_house","sorority","yes","21","yes"
"265","2cd2ae5f533c1a63955c319ed898f40c96cc725218285160e916c33c346af620","1431544661","2015","4","female","off_campus","sorority","yes","22","yes"
"266","d9e7458e5b92564a71518dd5a424a8db6525991a02a87e118d7aceb0f83b500a","1431544679","2016","3","female","fraternity","frat","no","21","no"
"267","1477a075cbc3fa044d26cfd547d227c3ae0dd005a083ef5099ead958204fdbc2","1431544680","2015","4","female","sorority","sorority","yes","22","yes"
"268","3284e611d72abc31949bccf78a2f0491d7eb29b15456a50e596c05a57ec00650","1431544687","2018","le1","other","new_house","no","yes","19","yes"
"269","9e8166021147aad3c49bf6747333f330e111f86472c6a5ec55831f76bc4f2e23","1431541985","2016","3","male","bc","no","yes","21","yes"
"270","9b7b0aeb7e1e3e61d0548f6daff388e7e4341811912c6ff7ae29692050c8e148","1431544723","2016","3","female","baker","sorority","yes","21","yes"
"271","5b38dee55402d4496d3f78a37c5b347666a60936612f3135560f5a83cbe39c58","1431544718","2017","2","male","maseeh","no","yes","19","yes"
"272","3369e708d673743986b8c11ce4ef03ce0e3ebb2c518f4776e536645884b13492","1431544728","2015","4","female","mccormick","no","yes","20","yes"
"273","37acd19f400e806e2ae19e00bebd56087c023ca99e0b4f5140b4258a9c167ced","1431544761","2016","3","male","new_house","no","yes","21","yes"
"274","8536c2608dfbcbc922ad6b23017385e7023119bc82ec86c4389a45ce92ae60d7","1431544742","NANS","NANS","NANS","NANS","NANS","NANS","NANS","pref_no"
"275","48b61c617d50487b0140d22d39c2099943451082dfdfc8841f0922a5f23ac164","1431544784","2018","le1","female","mccormick","no","yes","19","yes"
"276","d1a54b3cbf128310619e529f198b3af285746832125a97333fb68cbacd77a476","1431544795","2015","4","NANS","sorority","sorority","yes","22","yes"
"277","615d476a2e6d438c0acfe0cdd0d5fef3995a4089db73141c3ff3cb4c22d98407","1431544817","2015","4","male","fraternity","frat","yes","23","yes"
"278","a1b8cdcc0949ff26f2e03d9ae520bd14f65c9bee402873800517d1e1465118f8","1431544837","2017","2","male","random","frat","yes","20","yes"
"279","53dc44b63643f8207895677384fc74c016232d3593a614d1aa3fc4359b697dd4","1431544877","2017","2","female","simmons","sorority","yes","19","yes"
"280","a01d16b262fed92baef0390ff4c8010752e4cbb1a92d5e83216a3f29134598e5","1431544858","2017","2","male","baker","frat","yes","19","yes"
"281","006d2526a2a8c989f69aeec26442e6621e40dee6e8e6da35a13dd57cf1512b38","1431544895","2016","3","female","simmons","frat","yes","20","yes"
"282","4e76fee122f922b480009c8f30be59539f5be61fc88a4ebf168d65b18766bbfd","1431544883","2016","3","female","mccormick","no","yes","20","yes"
"283","fd97c1168adf9a0b3d0333766350543ff1851cf3e39c411d9b16d1cd9ad33d35","1431544897","2016","3","female","east_campus","no","yes","20","yes"
"284","f1f2b87ef45774debcc9a7aef6c4de56c4faaca39dd3a2571f47757876c18afa","1431544915","2016","3","male","bc","no","yes","22","yes"
"285","be23a749171d3abfee56320597c29f06515401641209cf41f239e1df4daa5c3d","1431544913","2018","le1","female","maseeh","no","yes","18","yes"
"286","95a9e61a507be8670289d0b779c1e65ff2e9f5573e7ab5c4911e9db743e5565c","1431544918","2016","3","male","simmons","no","yes","21","yes"
"287","117a4f43e272c8a2d0c427afb75b8b000d77cd09c811f85322c08f1824fde06b","1431544926","2015","4","female","maseeh","sorority","yes","21","yes"
"288","aa066d0a1b51f4da21ec8b8684af56b79e17e00e1f5dbb6e3d41174d317dae19","1431544951","2017","2","female","east_campus","no","yes","19","yes"
"289","ae1ceb70d910be300615f293b7092b240ad6a61ad8bd7a077ce466ba00148352","1431544952","2017","2","female","sorority","sorority","yes","20","yes"
"290","1dc01619c7de26f7efa3d5ed523651f7b155c874de94ff65ef88b15d6c3f21b0","1431544963","2015","4","male","fraternity","frat","yes","22","yes"
"291","bf3e1492527bd3884960ca25596341fef9101e27f57c283c93d311aef372bd38","1431545034","2018","le1","male","macgregor","frat","yes","19","yes"
"292","ca870a0ec52ee82bb00c45048180abc2eb7c665fbf00d8bb48910dc0563b9d29","1431545042","2017","2","female","mccormick","no","yes","20","yes"
"293","ce323bfbf6fc8c7291982032f2b398145dc06e499852174199afe8591c309810","1431545054","2018","le1","female","next_house","no","yes","18","yes"
"294","c798e4b03af8548043ba2c983fb94d0306929a043f8d82f2661a452c4ced450e","1431545067","2016","4","male","macgregor","frat","no","22","yes"
"295","da1575d7ca4bb660c697734eb93f2eefb5286cb24645e648e6ee65621b6186d6","1431545067","2015","4","female","off_campus","no","yes","22","yes"
"296","04ea735cefe87dc32de9a54672840eb2a5c60f8c586811f82039103559fadcac","1431545075","2017","2","female","new_house","no","yes","19","yes"
"297","6d6b457090f6441832b2d8d80218ae032db99cd7a0270c3c85423bf12a8dadd8","1431545089","2017","2","male","macgregor","no","yes","20","yes"
"298","64415933ff452e7d25f9009e8e70210b3cd151e13d42a4f7fb7606922d35d4af","1431545211","2018","le1","male","simmons","frat","yes","18","yes"
"299","80255403c29601cae2a28249a89e73c781a0603311bc1499e5d6aa95eeee1a65","1431545114","2016","3","male","fraternity","frat","yes","NANS","yes"
"300","e069491cce02641a22017352bcedcd2c266146e06f0b92282fdeed7ae50e6e27","1431545116","2015","4","female","mccormick","no","no","22","yes"
"301","75075c3091bb1b9ebc7cc83fc44d3c9737ad6dc1e21833e330f7d74c139723cf","1431545147","2016","3","female","sorority","sorority","yes","21","yes"
"302","eb2c2fb4e59b3f5b616e60721a42f6d8dabecebf9d3b06446f73ef555cb844b2","1431545152","2015","4","male","senior_house","frat","yes","22","yes"
"303","faebc8ec6f1a3c6311d4f4ac977a9b4bccdfd2b28f406b4a44e8de1102bc2c1a","1431545160","2016","3","female","sorority","sorority","yes","20","yes"
"304","3edd36d6b784c5c08ef9805b6584d00b04ffb27e14a960bb9837d6613db47d35","1431545151","2016","3","male","fraternity","frat","yes","21","yes"
"305","88ddb7d08144b73fd5054689be2ceb043547edc296022f157c14a125642567a2","1431545163","2017","2","male","east_campus","no","yes","19","yes"
"306","b90979766afc7b15dec22148951ca4e12bce933c36eb78570a93ca2f8da2b019","1431545156","2015","4","female","baker","sorority","no","22","yes"
"307","28dba4305c9847d4b2bb014f00d832ba864293032692f8ec70f1ab6890e4437b","1431545156","2017","2","male","maseeh","no","no","21","yes"
"308","17f0ee5c33c0551de326174cb9f7c4460b7a9e67b6f49ec9ad05de1b55d481c1","1431545188","2016","3","male","fraternity","frat","yes","20","yes"
"309","6119de13eef4cac8ea1d88422e16a38f43939783771035cba0c39b0e70287dcb","1431545196","2015","le1","female","other","no","yes","22","yes"
"310","a52c63ceca78b4dd34e2b43ae6f8e5b9533052142d4908c84d7d117c9223194e","1431545252","2015","4","female","sorority","sorority","yes","21","yes"
"311","e6ca7f0df5344fb651036f545ce29ec34f7e16f125f5d76440d88c9d6af37cc2","1431545258","2017","2","male","next_house","no","yes","19","yes"
"312","a3d9b96c9c232d2b5d2cab5967aba161389de51bfa67ae9db5f1ea65bbfffb75","1431545267","2016","3","female","NANS","no","yes","NANS","yes"
"313","b5dd313d9b2615964a282479d9858f628c2bcf05dc0012dcda9b0c030a315f0e","1431545268","2017","2","female","ilg","no","yes","20","yes"
"314","ae57959bd109dc00069a044fabc9259410afd42a6587a089b7c9d89a230b6467","1431545303","2018","le1","male","simmons","frat","yes","18","yes"
"315","61ca76731e260c0f632fbaad50c3689b1b41567c5127de18ccf82aaef38aac2b","1431545309","2016","3","female","simmons","no","yes","21","yes"
"316","ff9b3ca43de4fb7a05bf9bdb8404b38519790b9e5f1db9f48cc943a4f641c4f9","1431545341","2018","le1","female","east_campus","no","yes","18","yes"
"317","d051596366e1cb9b29e725023eef58093753177dada7130a37e9a2bfb04a6a70","1431545311","2016","3","female","senior_house","no","yes","20","yes"
"318","3f64e1dc5910c11bda5257b56cc96e10b51d2cbb0a0a7f048bd6c71450ba9663","1431545324","2016","le1","male","other","no","no","20","yes"
"319","f71a954951642d841c31a17a431a5ccf3c0ad9953ea57e63a75f82fff1658308","1431545332","2017","2","female","sorority","sorority","yes","19","yes"
"320","1376e15e8ca0825d4ae5dc113d23568329bb2d49183b2861ee7dc1dacd1ff7e6","1431545342","2016","3","female","east_campus","no","yes","22","yes"
