"resp","response_token","timestamp","p1q1","p1q2","p1q3","p1q4a","p1q4b","p1q5a","p1q5b","p1q6","p1q6a","p1q7","p1q7a","p1q7b","p1q8","p1q9","p1q10","p1q11","p1q12","p1q13","p1q14","p1q15","p1q16","p1q17a","p1q17b","p1q17c","p1q18a","p1q18b","p1q18c","p1q19","p1q20","p1q21","p1q22","p1q23","p1q24","p1q25","p1q26","p1q26a","p1q27","p1q27a","p1q27b","p1q28","p1q29","p1q30","p1q31","p1q32","p1q33","p1q34a","p1q34b","p1q34c","p1q35a","p1q35b","p1q35c","p1q36","p1q37","p1q37a","p1q38","p1q38a","p1q39","p1q40"
"51","5c2e3c6eba9cc8757bd649fe4d7a9d8bd7560e2b43a1923749ac42587af7d182","1431541004","1","yes_def","yes","very_neg","sli_neg","very_neg","very_neg","no","NANS","no","NANS","NANS","yes_def","5_7","5_7","3_4","5_7","less","comprehensive","yes","yes","slightly_pos","neg","ver_pos","neg","very_neg","slightly_pos","no","no","v_conf","conf","never","never","never","yes","15_16","yes","yes","1_per_week","no","yes_def","no","strong_sup","sup","yes","slightly_pos","slightly_pos","sli_neg","slightly_pos","slightly_pos","neg","once","no","NANS","yes","1_5_total","no","no"
"52","65291eaba478c31f2eb0452a64b65b7204016b3d02bd5fba53ac5f728ea9786a","1431541017","0","think_so","no","neg","neg","sli_neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","5_7","5_7","3_4","3_4","about_same","comprehensive","unsure","unsure","sli_neg","very_neg","neutral","sli_neg","very_neg","neutral","no","no","neither","neither","never","3_5","3_5","no","NANS","yes","yes","1_5_total","no","yes_def","yes_def","neither","neither","no","sli_neg","neg","very_neg","sli_neg","neg","very_neg","6_8","no","NANS","no","NANS","no","no"
"53","8d57ffe32c0146df0db603b61eb23979fd7d32d1fed967e0bf6437f2431d7635","1431541067","0","yes_def","no","very_neg","neutral","very_neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","1","1","3_4","1_2","about_same","adequate","yes","yes","neutral","neg","neutral","neutral","neg","neutral","no","no","conf","v_conf","twice","ge9","ge9","yes","11_12","yes","no","1_per_week","no","yes_def","yes_def","sup","sup","unsure","neutral","neutral","sli_neg","sli_neg","sli_neg","sli_neg","6_8","no","NANS","yes","1_per_month","no","no"
"54","506462d3f4428e45eac66651f78dc216cb06b0ba13db96f0a5b8d52a78361695","1431541152","0","yes_def","no","very_neg","neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","3_4","3_4","3_4","1_2","about_same","adequate","yes","yes","neg","neg","pos","neg","neg","pos","no","unsure","conf","conf","twice","ge9","ge9","no","NANS","yes","yes","5_10_total","no","yes_def","think_so","sup","neither","no","sli_neg","sli_neg","sli_neg","neutral","sli_neg","neg","never","no","NANS","no","NANS","no","no"
"55","f5ca05bfa003fa03e7974523500b0d8c74eb325687a50d20e639437cf008649a","1431541169","0","yes_def","no","very_neg","neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","1","1","5_7","3_4","about_same","adequate","yes","yes","neutral","neg","slightly_pos","neutral","sli_neg","slightly_pos","no","no","conf","conf","never","never","never","yes","17_18","yes","yes","1_per_week","no","yes_def","think_so","strong_sup","sup","no","neutral","neutral","neutral","neutral","neutral","neutral","twice","no","NANS","no","NANS","no","no"
"56","1d0e9fb8da2309995fd77d9c69d25c23d78c7a2d309f5a0d3cbde50cc5a34a7a","1431541188","0","yes_def","no","neg","sli_neg","sli_neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","1","1","3_4","1_2","about_same","adequate","yes","no","neutral","neutral","neutral","neutral","neutral","neutral","no","no","conf","neither","never","3_5","3_5","no","NANS","yes","yes","1_per_month","no","yes_def","yes_def","sup","sup","no","neutral","sli_neg","sli_neg","neutral","neutral","neutral","once","no","NANS","no","NANS","no","no"
"57","2f93b9b0df1934dc3421e09686c359fbf87fda527f3202063d398f223137580b","1431541219","0","yes_def","no","very_neg","very_neg","neg","neg","yes","16_17","yes","hookah,cigar","1_5_total","yes_def","0","0","1_2","0","about_same","comprehensive","yes","yes","very_neg","neutral","ver_pos","sli_neg","neutral","neutral","no","unsure","unconf","unconf","never","ge9","ge9","no","17_18","yes","yes","1_per_week","no","yes_def","yes_def","strong_sup","strong_sup","no","slightly_pos","neutral","neutral","slightly_pos","slightly_pos","neutral","ge9","yes","NANS","yes","not_past_12","no","no"
"58","a3e8233491e726289dd284e3a69de52d06ecb42838b5517adc867828c6a6174d","1431541260","0","yes_def","no","neg","neutral","very_neg","neg","yes","16_17","yes","ecig,with_marijauna","1_5_total","yes_def","3_4","3_4","3_4","8_10","less","adequate","yes","yes","pos","neutral","ver_pos","neg","neg","slightly_pos","no","no","conf","conf","3_5","6_8","6_8","yes","17_18","yes","yes","2_5_per_week","no","yes_def","yes_def","strong_sup","sup","yes","ver_pos","ver_pos","neutral","neutral","sli_neg","neg","NANS","no","NANS","yes","5_10_total","no","no"
"59","399a6f03e01e035d883884148ddd42e690df09f2eb468e4dc9ff939d46a26207","1431541271","0","think_so","no","very_neg","neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","0","0","3_4","3_4","about_same","NANS","yes","yes","neg","neutral","neutral","sli_neg","slightly_pos","slightly_pos","no","no","neither","neither","once","ge9","twice","yes","13_14","yes","yes","1_per_week","no","yes_def","yes_def","strong_sup","sup","no","neutral","neutral","neg","pos","slightly_pos","neutral","ge9","no","NANS","no","NANS","no","no"
"60","6fd5564f4413b838c13fc3807499c0273641e972e60a7359484ec423b15c1757","1431541317","0","no","no","very_neg","neg","neg","neutral","no","NANS","no","NANS","NANS","think_so","0","NANS","3_4","3_4","less","adequate","yes","yes","sli_neg","neg","neutral","sli_neg","neg","neutral","no","no","v_conf","v_conf","once","ge9","3_5","yes","17_18","yes","yes","5_10_total","no","yes_def","think_so","strong_sup","strong_sup","no","neutral","neutral","neg","slightly_pos","neutral","neutral","once","no","NANS","no","NANS","no","no"
"61","157be3d862ca70be56d6f342fda566157a01cd9908aa2f089b9a43b3927a94bc","1431541322","0","yes_def","no","very_neg","very_neg","sli_neg","neutral","no","NANS","no","NANS","NANS","yes_def","5_7","5_7","1_2","3_4","about_same","adequate","yes","yes","sli_neg","neg","pos","neutral","sli_neg","pos","no","no","conf","conf","never","once","once","no","NANS","yes","yes","1_per_2_weeks","yes","yes_def","yes_def","sup","opp","no","neutral","neutral","neg","neutral","neutral","neg","3_5","no","NANS","no","NANS","no","yes"
"62","e0692a494a2f5d92ee5330de3867ac1126d93fef31d6b2e502f97412fbfe74a1","1431541335","0","no","no","neutral","neutral","neutral","neutral","yes","ge18","no","NANS","NANS","yes_def","2","2","3_4","0","about_same","unsure","yes","yes","neg","sli_neg","neutral","neutral","neutral","slightly_pos","no","no","conf","conf","twice","ge9","ge9","yes","17_18","yes","yes","1_5_total","no","yes_def","unsure","neither","neither","no","neutral","sli_neg","neg","neutral","neutral","sli_neg","once","no","NANS","no","NANS","no","no"
"63","dbedc7d8a7da66f9181731cb7cfc08116de7910a7c23b451a4c2582214598275","1431541351","0","no","no","very_neg","neg","neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","3_4","3_4","3_4","1_2","about_same","comprehensive","yes","yes","sli_neg","very_neg","neutral","neutral","neg","neutral","no","no","conf","conf","never","3_5","twice","yes","15_16","yes","yes","1_per_month","no","yes_def","no","sup","neither","no","neutral","sli_neg","neg","neutral","neutral","sli_neg","never","no","NANS","no","NANS","no","no"
"64","1a5b9620323fd1b2b3048c5849cfd54e77495c5ef76776d177311677984d43bc","1431541363","0","yes_def","no","very_neg","sli_neg","neutral","neutral","no","NANS","no","NANS","NANS","yes_def","1","1","5_7","0","about_same","inadequate","no","no","very_neg","very_neg","neg","neutral","neutral","pos","no","no","neither","unconf","once","3_5","3_5","no","NANS","no","NANS","NANS","no","yes_def","think_so","sup","neither","no","neg","very_neg","very_neg","ver_pos","pos","slightly_pos","twice","no","NANS","no","NANS","no","no"
"65","ee6bb8293bd50df2d6379788c045831b537196cb6c20c81e485fb97da91970d3","1431541398","0","think_so","no","neg","sli_neg","sli_neg","sli_neg","no","NANS","no","NANS","NANS","NANS","5_7","5_7","3_4","5_7","less","adequate","yes","yes","neutral","sli_neg","pos","neg","sli_neg","neutral","no","no","v_conf","conf","never","6_8","6_8","yes","17_18","yes","yes","1_per_week","no","yes_def","yes_def","sup","sup","yes","pos","slightly_pos","neutral","slightly_pos","slightly_pos","sli_neg","3_5","yes","NANS","yes","not_past_12","no","no"
"66","d9c7b2fe0d110d105491884120a0feba714fae2a597964adf0890a6f9e0c6f4d","1431541469","0","yes_def","no","very_neg","neg","very_neg","neutral","no","NANS","no","NANS","NANS","yes_def","5_7","5_7","3_4","5_7","about_same","comprehensive","yes","yes","slightly_pos","neg","ver_pos","sli_neg","neg","pos","no","yes","v_conf","v_conf","twice","ge9","ge9","yes","17_18","yes","yes","1_per_week","no","yes_def","yes_def","neither","neither","unsure","slightly_pos","sli_neg","neg","slightly_pos","neutral","neutral","ge9","no","NANS","no","NANS","no","no"
"67","4b696a94ddd525cad56eb6cd8079d2b0be3a316be31dca8fdecd8392723f9ab6","1431541505","0","no","no","very_neg","neg","very_neg","neutral","no","NANS","no","NANS","NANS","yes_def","1","1","3_4","3_4","about_same","adequate","yes","yes","neg","neg","pos","neg","sli_neg","pos","no","no","unconf","unconf","never","ge9","6_8","yes","15_16","yes","yes","1_per_2_weeks","no","yes_def","yes_def","strong_sup","sup","unsure","sli_neg","sli_neg","neg","slightly_pos","neutral","neg","3_5","no","NANS","no","NANS","no","no"
"68","8d86f303910b5f0d182306caa2eb49653f3abdbfa07a741765425fe9ca027d4e","1431541495","0","yes_def","yes","very_neg","sli_neg","very_neg","sli_neg","no","NANS","yes","cigarette,hookah","1_5_total","yes_def","1","1","1_2","1_2","about_same","comprehensive","yes","yes","sli_neg","very_neg","slightly_pos","neg","neg","pos","no","no","conf","neither","twice","ge9","ge9","no","NANS","yes","yes","1_5_total","no","yes_def","yes_def","sup","sup","unsure","pos","pos","neutral","slightly_pos","slightly_pos","neutral","twice","no","NANS","yes","2_5_per_week","y_mit_friends","no"
"69","7e2908e03e4faa68384d74c030cd98156ab8fb1fe2690bc59d1ccb5a436a3c33","1431541502","0","yes_def","no","neg","neutral","neg","sli_neg","yes","16_17","no","NANS","NANS","yes_def","2","2","3_4","3_4","much_less","adequate","yes","yes","neutral","sli_neg","neutral","neutral","neutral","neutral","no","no","neither","neither","once","ge9","ge9","yes","17_18","yes","yes","1_per_2_weeks","no","yes_def","yes_def","sup","sup","yes","pos","slightly_pos","sli_neg","pos","pos","slightly_pos","twice","yes","NANS","yes","1_5_total","no","no"
"70","5a602bdfe2b03bd50553afbed792d47a6b22410bbc58ac18486d44b7a9ecf706","1431541517","0","yes_def","no","very_neg","very_neg","very_neg","very_neg","no","NANS","no","NANS","NANS","yes_def","5_7","5_7","3_4","1_2","about_same","adequate","yes","yes","sli_neg","neutral","ver_pos","sli_neg","neutral","ver_pos","yes_def","no","v_conf","v_conf","never","ge9","3_5","yes","15_16","yes","yes","1_per_week","no","yes_def","yes_def","neither","neither","no","neutral","sli_neg","neg","neutral","sli_neg","sli_neg","never","no","NANS","no","NANS","no","no"
"71","4c6485ef17cc82c4fc126400a0f47a5c1ae96922efb5a80804019bebcbb9aea0","1431541509","0","no","no","very_neg","neutral","neg","neutral","no","NANS","no","NANS","NANS","unsure","0","0","3_4","0","about_same","unsure","no","no","very_neg","very_neg","very_neg","neutral","slightly_pos","pos","no","no","neither","neither","never","twice","never","no","NANS","no","NANS","NANS","no","no","no","neither","strong_opp","no","very_neg","very_neg","very_neg","neutral","neutral","neutral","never","no","NANS","no","NANS","no","no"
"72","95bd4da3544c3bc17ec517ec57f021b234ca6d51349c0d8804fb3613bf75500d","1431541521","0","unsure","no","very_neg","very_neg","NANS","NANS","no","NANS","no","NANS","NANS","unsure","0","0","NANS","0","not_sure","adequate","unsure","unsure","neg","sli_neg","neutral","NANS","NANS","neutral","no","no","v_unconf","unconf","never","ge9","NANS","no","NANS","no","NANS","NANS","no","unsure","unsure","sup","neither","no","NANS","neg","very_neg","NANS","NANS","NANS","never","no","NANS","no","NANS","no","no"
"73","71630e8910c97c82b435b0d8b29d341448db2c9d2c179cbafc662e075d5c61b6","1431541563","0","think_so","no","very_neg","neg","very_neg","sli_neg","no","NANS","no","NANS","NANS","yes_def","2","2","3_4","0","about_same","inadequate","no","no","neg","sli_neg","neutral","sli_neg","sli_neg","pos","no","no","conf","conf","never","ge9","ge9","no","NANS","no","NANS","NANS","no","yes_def","think_so","sup","sup","no","neutral","neutral","sli_neg","pos","pos","slightly_pos","3_5","no","NANS","no","NANS","no","no"
"74","1dde78f60384f63a75496d283a0e632e9c7ee75e58cbef95733b8b22ef50ecfd","1431541568","0","yes_def","no","very_neg","very_neg","neg","neg","no","NANS","no","NANS","NANS","yes_def","3_4","3_4","5_7","5_7","about_same","comprehensive","yes","yes","neutral","sli_neg","neutral","neutral","neutral","neutral","no","no","v_unconf","v_unconf","once","ge9","ge9","yes","17_18","yes","yes","1_per_2_weeks","no","yes_def","yes_def","strong_sup","neither","no","sli_neg","neg","very_neg","neutral","neutral","sli_neg","ge9","no","NANS","no","NANS","no","no"
"75","1ca7d2355641fc5cb933c540a524239779d3bd58366a5467bae62d3e6888918d","1431541673","0","no","no","very_neg","neg","very_neg","neg","no","NANS","no","NANS","NANS","yes_def","0","0","1_2","0","less","adequate","unsure","no","sli_neg","neutral","neutral","neutral","neutral","neutral","no","no","neither","neither","never","3_5","never","yes","15_16","yes","yes","1_5_total","no","unsure","unsure","strong_sup","sup","no","neutral","neutral","sli_neg","neutral","neutral","sli_neg","never","no","NANS","no","NANS","no","no"
"76","0cf5078c6c65bd7996291986321a97593939e591c601e00296eb4ccee162a1cd","1431541799","0","think_so","no","very_neg","very_neg","neg","sli_neg","yes","ge18","no","NANS","NANS","yes_def","3_4","3_4","3_4","3_4","more","unsure","yes","yes","sli_neg","neg","slightly_pos","neutral","sli_neg","pos","no","yes","conf","conf","twice","6_8","6_8","yes","17_18","yes","yes","1_per_month","no","yes_def","yes_def","neither","neither","yes","neutral","neutral","sli_neg","neutral","neutral","sli_neg","3_5","yes","NANS","yes","1_5_total","no","no"
"77","011c6dfb9fa16c5131d0f4009caa2b8ed9f36eb763c58290253acc8371f760c2","1431541795","0","yes_def","unsure","very_neg","neg","very_neg","neg","no","NANS","yes","cigarette,hookah,ecig,with_marijauna,cigar","1_5_total","yes_def","1","1","3_4","3_4","less","inadequate","yes","yes","neg","neutral","neutral","sli_neg","neutral","neutral","no","yes","conf","conf","never","ge9","ge9","yes","15_16","yes","yes","1_per_month","no","yes_def","yes_def","sup","sup","no","neutral","neutral","neutral","neutral","neutral","neg","6_8","no","NANS","yes","1_5_total","no","no"
"78","1dce0d5b080509e2eb794677963d9e0eb1c4a82d8c302e16abe9468991d17afe","1431541813","0","yes_def","no","neg","neg","neg","sli_neg","no","NANS","yes","with_marijauna","not_past_12","yes_def","2","2","3_4","1_2","less","inadequate","yes","yes","sli_neg","sli_neg","pos","slightly_pos","neutral","pos","no","unsure","conf","conf","never","ge9","ge9","no","17_18","yes","yes","1_per_week","no","yes_def","yes_def","strong_sup","sup","unsure","slightly_pos","neutral","neg","pos","neutral","neutral","6_8","no","NANS","yes","1_5_total","no","no"
"79","539060172d69ed4114548adeb6582671045904bc951903b7da283d53bf0fd3e2","1431541820","0","yes_def","yes","neg","neutral","very_neg","neg","yes","16_17","yes","cigarette,hookah,ecig,with_marijauna,cigar,pipe,chewing","1_per_week","yes_def","5_7","5_7","5_7","5_7","much_less","inadequate","yes","yes","slightly_pos","sli_neg","sli_neg","neutral","neutral","neutral","no","no","v_conf","v_conf","never","ge9","ge9","yes","17_18","yes","yes","1_per_week","no","yes_def","yes_def","sup","sup","yes","pos","pos","neutral","sli_neg","sli_neg","sli_neg","ge9","yes","NANS","yes","1_5_total","y_non_mit_friends","no"
"80","4780d9f6ffcaf04b1eb84077aee20aafab265c252854d5f78eef747aabf6ea33","1431541817","0","yes_def","no","very_neg","very_neg","neg","neg","yes","16_17","yes","cigarette,hookah,with_marijauna","1_5_total","yes_def","3_4","2","5_7","1_2","less","unsure","yes","yes","very_neg","sli_neg","neutral","sli_neg","neutral","neutral","no","no","conf","neither","once","ge9","ge9","yes","17_18","yes","yes","1_per_2_weeks","no","yes_def","yes_def","neither","neither","yes","neutral","sli_neg","neg","neutral","neutral","neutral","ge9","yes","NANS","yes","1_5_total","no","no"
"81","2b30b3172ddeb58ea9b65a29cb827c1be904f082c9bfc8aaaeee34f298098d8f","1431541842","0","yes_def","no","very_neg","very_neg","very_neg","very_neg","no","NANS","no","NANS","NANS","yes_def","1","1","3_4","3_4","less","adequate","no","no","neutral","neg","neutral","sli_neg","neg","neutral","no","no","neither","neither","twice","3_5","ge9","no","NANS","yes","yes","1_per_month","no","yes_def","yes_def","opp","strong_opp","no","neg","very_neg","very_neg","sli_neg","neg","neg","twice","no","NANS","no","NANS","no","no"
"82","523e721f5b2df1c4398559597eb105aa5a72252dadba4c19500b15368077c410","1431541852","0","yes_def","no","very_neg","very_neg","very_neg","neg","no","NANS","no","NANS","NANS","yes_def","2","2","3_4","3_4","more","severly_inadequate","yes","yes","neutral","very_neg","pos","neutral","very_neg","pos","no","no","conf","v_unconf","6_8","ge9","ge9","yes","11_12","yes","yes","1_per_2_weeks","no","yes_def","yes_def","opp","opp","yes","sli_neg","sli_neg","very_neg","neutral","neutral","neg","ge9","no","NANS","yes","1_5_total","no","no"
"83","6a554eb91106689f78ea60960ac0e77046803bf28cb9efabdaef2a38aa9007d8","1431541871","0","yes_def","no","very_neg","sli_neg","very_neg","neg","no","NANS","no","NANS","NANS","yes_def","8_10","5_7","11_13","ge14","less","inadequate","unsure","unsure","slightly_pos","neg","ver_pos","pos","neutral","pos","no","no","v_conf","v_conf","once","6_8","6_8","yes","15_16","yes","yes","2_5_per_week","no","yes_def","yes_def","sup","sup","no","neutral","neutral","neg","neutral","slightly_pos","sli_neg","ge9","no","NANS","no","NANS","no","no"
